Platform,Year,Genre,Publisher
X360,2013,Sports,Electronic Arts
DS,2006,Role-Playing,Nintendo
GBA,2003,Role-Playing,Nintendo
X360,2010,Role-Playing,Square Enix
N64,1998,Simulation,Nintendo
NES,1984,Sports,Nintendo
PC,2001,Simulation,Electronic Arts
Wii,2009,Sports,Ubisoft
PS,2000,Shooter,Sony Computer Entertainment
PS4,2015,Shooter,Ubisoft
NES,1987,Sports,Nintendo
XOne,2014,Sports,Electronic Arts
PSP,2007,Shooter,Activision
SNES,1996,Role-Playing,Nintendo
NES,1983,Misc,Nintendo
NES,1988,Racing,Nintendo
PC,1992,Simulation,Maxis
2600,1981,Shooter,Imagic
PS2,2004,Simulation,Konami Digital Entertainment
DS,2006,Puzzle,Nintendo
GBA,2003,Role-Playing,SquareSoft
PS4,2016,Action,Ubisoft
DS,2010,Action,Disney Interactive Studios
DS,2006,Role-Playing,Square Enix
Wii,2010,Platform,Nintendo
XB,2001,Racing,Microsoft Game Studios
GB,1989,Sports,Nintendo
PS3,2011,Sports,Take-Two Interactive
PS3,2009,Shooter,Take-Two Interactive
N64,2000,Sports,Activision
PS3,2008,Sports,Konami Digital Entertainment
PS2,2002,Racing,Electronic Arts
Wii,2010,Sports,Nintendo
Wii,N/A,Misc,MTV Games
PS2,2003,Action,Tecmo Koei
X360,2011,Fighting,Warner Bros. Interactive Entertainment
PS,1998,Role-Playing,SquareSoft
PS2,2002,Platform,THQ
XB,2002,Action,Microsoft Game Studios
PSP,2005,Racing,Electronic Arts
X360,2011,Shooter,Valve Software
PS2,2005,Action,Capcom
PS,1997,Sports,ASCII Entertainment
X360,2006,Action,Capcom
PS2,2003,Action,THQ
X360,2010,Action,Take-Two Interactive
Wii,2009,Misc,Mindscape
DS,2006,Simulation,Electronic Arts
PS4,2015,Shooter,Electronic Arts
PSP,2010,Action,Konami Digital Entertainment
PC,2010,Role-Playing,Activision
PS2,2002,Puzzle,THQ
PS3,2008,Racing,Electronic Arts
Wii,2007,Simulation,Konami Digital Entertainment
GC,2003,Misc,Nintendo
PS3,2010,Action,Take-Two Interactive
PC,1998,Strategy,Electronic Arts
PC,1994,Strategy,Activision
PS3,2010,Sports,Electronic Arts
PS,2002,Shooter,Take-Two Interactive
PSP,2010,Role-Playing,Square Enix
X360,2009,Fighting,THQ
PS3,2011,Role-Playing,Namco Bandai Games
GBA,2001,Strategy,Konami Digital Entertainment
X360,2007,Racing,Electronic Arts
PS3,2010,Simulation,Electronic Arts
X360,2010,Action,Ubisoft
GBA,2005,Role-Playing,Nintendo
GBA,2004,Action,THQ
PS,1998,Racing,Namco Bandai Games
PS2,2003,Fighting,Namco Bandai Games
3DS,2013,Role-Playing,Nintendo
PS3,2007,Racing,Electronic Arts
DS,2008,Misc,Take-Two Interactive
PS3,2013,Sports,Take-Two Interactive
DS,2005,Role-Playing,Nintendo
GC,2002,Misc,Infogrames
PS3,2013,Role-Playing,Activision
GEN,1992,Sports,Arena Entertainment
X360,2007,Racing,Microsoft Game Studios
DS,2009,Role-Playing,Square Enix
X360,2011,Misc,Microsoft Game Studios
Wii,2008,Misc,Ubisoft
PS2,2006,Shooter,Sony Computer Entertainment
PS2,2005,Action,Ubisoft
GBA,2003,Platform,Nintendo
PS3,2011,Action,Electronic Arts
PS4,2014,Sports,Electronic Arts
N64,1998,Sports,Nintendo
X360,2011,Misc,Ubisoft
PS2,2003,Sports,Electronic Arts
PS3,2008,Action,Electronic Arts
X360,2005,Shooter,Activision
X360,2014,Sports,Electronic Arts
X360,2012,Racing,Microsoft Game Studios
DS,2007,Puzzle,Midway Games
XOne,2016,Shooter,Ubisoft
PS3,2013,Action,Warner Bros. Interactive Entertainment
3DS,2012,Role-Playing,Nintendo
PS4,2014,Racing,Sony Computer Entertainment
SNES,1993,Fighting,Nintendo
PS3,2008,Fighting,Midway Games
PS,1997,Action,Activision
GB,1989,Sports,Nintendo
GBA,2002,Action,Electronic Arts
PS,2002,Action,Electronic Arts
SNES,1991,Simulation,Nintendo
XOne,2013,Shooter,Electronic Arts
X360,2012,Shooter,Capcom
PS4,2014,Role-Playing,Electronic Arts
DS,2010,Platform,Sega
PS2,2002,Platform,Universal Interactive
Wii,2008,Shooter,Activision
PS2,2003,Action,Capcom
PS3,2008,Racing,Electronic Arts
2600,1981,Action,Atari
X360,2013,Shooter,Take-Two Interactive
PSP,2004,Sports,Sony Computer Entertainment
NES,1986,Racing,Nintendo
NES,1985,Sports,Nintendo
DS,2006,Platform,Nintendo
X360,2006,Shooter,Ubisoft
X360,2014,Shooter,Activision
PS2,2003,Racing,Vivendi Games
XB,2005,Action,Take-Two Interactive
PC,1994,Shooter,LucasArts
PS2,2003,Sports,Electronic Arts
PS2,2003,Fighting,Electronic Arts
X360,2008,Sports,Electronic Arts
PC,1999,Misc,Disney Interactive Studios
PS,2001,Adventure,THQ
GB,1989,Puzzle,Nintendo
PS2,2004,Fighting,Atari
PS,1997,Racing,Sony Computer Entertainment
PS2,2002,Shooter,Ubisoft
PS2,2004,Role-Playing,Activision
X360,2013,Action,Warner Bros. Interactive Entertainment
PS3,2008,Misc,Activision
SNES,1993,Fighting,Acclaim Entertainment
SAT,1995,Fighting,Sega
GB,1998,Puzzle,Nintendo
X360,2008,Fighting,Midway Games
PS3,2014,Action,Ubisoft
Wii,2008,Sports,Nintendo
X360,2013,Action,Square Enix
GB,2001,Action,Nintendo
X360,2009,Racing,Electronic Arts
Wii,2008,Misc,Electronic Arts
PS2,2001,Shooter,THQ
PC,2003,Simulation,Electronic Arts
PS2,2004,Racing,THQ
PS,1996,Misc,Sony Computer Entertainment
Wii,2009,Misc,Disney Interactive Studios
N64,2000,Misc,Nintendo
Wii,2008,Action,LucasArts
Wii,2008,Misc,Midway Games
PS4,2015,Shooter,Activision
Wii,2011,Action,LucasArts
GC,2001,Simulation,LucasArts
PS3,2012,Shooter,Take-Two Interactive
PS4,2013,Racing,Electronic Arts
PS3,2008,Sports,Electronic Arts
3DS,2013,Role-Playing,Nintendo
PS3,2009,Platform,Sony Computer Entertainment
PS,1999,Role-Playing,Konami Digital Entertainment
PS2,2004,Fighting,Midway Games
PS,1999,Sports,Sony Computer Entertainment
PS2,2005,Shooter,Electronic Arts
PS,1998,Fighting,THQ
PS2,2007,Misc,Disney Interactive Studios
GC,2002,Adventure,Nintendo
PS,1998,Sports,Electronic Arts
PS2,2001,Action,THQ
3DS,2013,Platform,Nintendo
GB,2001,Adventure,Nintendo
XB,2005,Sports,Electronic Arts
PS2,2004,Platform,Activision
PS,1999,Role-Playing,Sony Computer Entertainment
N64,1997,Platform,Acclaim Entertainment
PS2,2004,Misc,Sony Computer Entertainment
PS4,2014,Platform,Sony Computer Entertainment
PS2,2001,Sports,Electronic Arts
DS,2009,Action,Disney Interactive Studios
PS,1999,Role-Playing,SquareSoft
Wii,2010,Action,Activision
3DS,2013,Misc,Nintendo
PS2,2004,Platform,Sony Computer Entertainment
Wii,2007,Misc,Ubisoft
GBA,2004,Role-Playing,Square Enix
NES,1984,Action,Nintendo
PS3,2011,Action,Sony Computer Entertainment
PS2,2001,Racing,Unknown
PS3,2009,Role-Playing,Namco Bandai Games
PS2,2005,Sports,Electronic Arts
N64,1998,Simulation,Nintendo
GBA,2005,Misc,THQ
PC,2012,Role-Playing,Activision
PS,1996,Racing,Sony Computer Entertainment
PS4,2015,Action,Square Enix
SNES,1993,Role-Playing,SquareSoft
X360,2007,Shooter,Electronic Arts
PS,1995,Simulation,Sony Computer Entertainment
3DS,2014,Platform,Nintendo
GEN,1994,Platform,Sega
PS2,2001,Misc,Namco Bandai Games
PC,2001,Simulation,Electronic Arts
Wii,2007,Shooter,Nintendo
DS,2010,Role-Playing,Nintendo
PS4,2014,Action,Bethesda Softworks
PS2,2003,Simulation,Konami Digital Entertainment
DC,2000,Racing,Sega
PS2,2002,Fighting,Sega
PS2,2004,Platform,Sony Computer Entertainment
PS2,2008,Misc,Activision
GBA,2002,Platform,Sega
X360,2006,Sports,Electronic Arts
PS3,2010,Action,Take-Two Interactive
PS,1999,Sports,989 Studios
PS3,2015,Shooter,Activision
SNES,1994,Platform,Virgin Interactive
PS3,2013,Adventure,Sony Computer Entertainment
X360,2012,Action,Microsoft Game Studios
PS2,2003,Racing,Take-Two Interactive
DS,2006,Role-Playing,Square Enix
PS,2001,Action,THQ
PS2,2004,Action,Sony Computer Entertainment
3DS,2011,Puzzle,Nintendo
PS3,2010,Action,Square Enix
PS3,2012,Role-Playing,Capcom
WiiU,2013,Action,Nintendo
PS2,2005,Action,Vivendi Games
Wii,2007,Misc,Disney Interactive Studios
WiiU,2013,Misc,Nintendo
PS3,2013,Sports,Electronic Arts
SNES,1991,Role-Playing,Square
N64,2000,Platform,Nintendo
XB,2001,Fighting,Microsoft Game Studios
PS3,2009,Fighting,THQ
GB,1991,Adventure,Nintendo
PS,1998,Fighting,Acclaim Entertainment
PS2,2004,Platform,THQ
GBA,2001,Role-Playing,Nintendo
GEN,1994,Platform,Sega
NES,1986,Platform,Nintendo
PS2,2004,Fighting,Electronic Arts
XB,2002,Shooter,Ubisoft
PS2,2002,Action,Take-Two Interactive
PS3,2013,Shooter,Take-Two Interactive
X360,2012,Action,Square Enix
GBA,2007,Action,THQ
X360,2015,Shooter,Activision
PS2,2004,Simulation,Electronic Arts
PS3,2007,Sports,Electronic Arts
PS2,2001,Simulation,Activision
PS,1998,Sports,Electronic Arts
PS3,2013,Role-Playing,Square Enix
XB,2004,Shooter,Activision
PS2,2001,Sports,Konami Digital Entertainment
X360,2007,Shooter,Microsoft Game Studios
NES,1991,Puzzle,Nintendo
SNES,1993,Platform,Capcom
NES,1993,Platform,Nintendo
DS,2009,Simulation,505 Games
PS2,2008,Simulation,Konami Digital Entertainment
GBA,2004,Misc,THQ
PS,1999,Adventure,LucasArts
PS2,2002,Role-Playing,Namco Bandai Games
PS3,2011,Shooter,Valve
Wii,2009,Misc,MTV Games
XOne,2015,Racing,Microsoft Game Studios
Wii,2010,Platform,Sega
N64,1996,Racing,Nintendo
PS,1998,Sports,Electronic Arts
PS4,2014,Role-Playing,Activision
PSV,2011,Shooter,Sony Computer Entertainment
PS3,2014,Shooter,Activision
PS2,2001,Sports,Electronic Arts
PS4,2016,Shooter,Activision
PS,1998,Action,989 Studios
GB,2001,Action,Electronic Arts
Wii,2013,Action,Disney Interactive Studios
GBA,2002,Platform,Universal Interactive
X360,2012,Action,Bethesda Softworks
PS2,2003,Action,Take-Two Interactive
PS4,2015,Shooter,Sony Computer Entertainment
PS4,2015,Role-Playing,Bethesda Softworks
PS2,2008,Shooter,Activision
DS,2008,Simulation,Ubisoft
PC,2011,Shooter,Activision
XB,2004,Sports,Electronic Arts
PS2,2003,Role-Playing,Ubisoft
PC,2010,Simulation,Electronic Arts
Wii,2009,Puzzle,Warner Bros. Interactive Entertainment
PS,1998,Platform,Activision
DS,2007,Misc,Mindscape
PS2,2004,Simulation,Sony Computer Entertainment Europe
XB,2003,Racing,Electronic Arts
DS,2006,Misc,Nintendo
GBA,2001,Puzzle,THQ
Wii,2009,Sports,Activision Value
PS4,2014,Racing,Ubisoft
PS2,2009,Sports,Electronic Arts
Wii,2008,Sports,Namco Bandai Games
DS,2007,Puzzle,Nintendo
Wii,2011,Platform,Nintendo
SNES,1993,Puzzle,Banpresto
DS,2007,Action,D3Publisher
PS2,2006,Sports,Electronic Arts
PS2,2005,Shooter,Sony Computer Entertainment
XOne,2014,Sports,Take-Two Interactive
PS3,2008,Action,THQ
X360,2013,Action,Deep Silver
PS,1999,Misc,Sony Computer Entertainment
PS3,2009,Role-Playing,Electronic Arts
X360,2015,Sports,Electronic Arts
N64,1997,Fighting,THQ
PS,1998,Fighting,THQ
GBA,2001,Action,Electronic Arts
X360,2008,Racing,Electronic Arts
GBA,2002,Role-Playing,Infogrames
PC,2010,Strategy,Take-Two Interactive
GC,2005,Action,Capcom
PSV,2012,Action,Activision
PSP,2007,Shooter,LucasArts
PS2,2006,Misc,Oxygen Interactive
PS,1997,Sports,Sony Computer Entertainment
X360,2012,Action,Warner Bros. Interactive Entertainment
GB,1992,Puzzle,Nintendo
PS,1997,Shooter,Namco Bandai Games
PC,2003,Simulation,Electronic Arts
Wii,2008,Action,LucasArts
Wii,2007,Simulation,Electronic Arts
GBA,2002,Action,Nintendo
Wii,2008,Sports,Ubisoft
PS2,2003,Sports,Electronic Arts
Wii,2008,Sports,THQ
PS,2000,Sports,Electronic Arts
PS3,2006,Fighting,Electronic Arts
PS4,2013,Platform,Sony Computer Entertainment Europe
XB,2005,Shooter,Activision
NES,1989,Platform,Capcom
PS,2001,Sports,Activision
GBA,2001,Adventure,THQ
PC,2013,Strategy,Activision
XB,2003,Racing,Microsoft Game Studios
PS2,2001,Racing,Midway Games
PS2,2003,Sports,Electronic Arts
PS2,2003,Platform,THQ
PS4,2015,Action,Warner Bros. Interactive Entertainment
PS3,2007,Action,Sony Computer Entertainment
GEN,1992,Fighting,Sega
PS2,2000,Sports,Electronic Arts
X360,2012,Shooter,Take-Two Interactive
PS2,2004,Sports,Midway Games
X360,2006,Racing,Electronic Arts
PS2,2002,Sports,Electronic Arts
PS2,2005,Fighting,Atari
2600,1981,Puzzle,Atari
GC,2004,Misc,Nintendo
SNES,1991,Shooter,Nintendo
Wii,2011,Misc,Namco Bandai Games
PS2,2004,Role-Playing,Enix Corporation
X360,2008,Shooter,Electronic Arts
DS,2007,Role-Playing,Square Enix
GBA,2004,Platform,Nintendo
Wii,2011,Action,Disney Interactive Studios
2600,1982,Puzzle,Atari
PS,1999,Shooter,Red Storm Entertainment
NES,1986,Action,Capcom
PS2,2002,Sports,Electronic Arts
PS2,2005,Sports,Electronic Arts
PS2,2004,Action,Ubisoft
X360,2010,Simulation,Microsoft Game Studios
PS4,2015,Adventure,Sony Computer Entertainment Europe
XB,2004,Sports,Sega
X360,2006,Simulation,Microsoft Game Studios
GC,2001,Strategy,Nintendo
PC,N/A,Shooter,Activision
PS3,2011,Platform,Sega
PS2,2003,Sports,Electronic Arts
PS,1999,Platform,Sony Computer Entertainment
X360,2014,Sports,Take-Two Interactive
PS2,2004,Sports,Electronic Arts
X360,2010,Action,Square Enix
PS3,N/A,Misc,Electronic Arts
PS2,2005,Sports,Activision
X360,2011,Shooter,Bethesda Softworks
DS,2006,Sports,Nintendo
GC,2003,Racing,Nintendo
PS,1998,Racing,Electronic Arts
Wii,2006,Role-Playing,Nintendo
PS2,2004,Sports,Electronic Arts
X360,2013,Shooter,Microsoft Game Studios
GB,1989,Sports,Nintendo
GB,1998,Strategy,Konami Digital Entertainment
GC,2005,Sports,Nintendo
PS2,2005,Misc,Sony Computer Entertainment
DS,2007,Action,THQ
XOne,2014,Shooter,Ubisoft
Wii,2008,Simulation,Konami Digital Entertainment
DS,2011,Misc,Activision
PS2,2005,Action,Take-Two Interactive
X360,2008,Action,Ubisoft
N64,1998,Racing,Video System
2600,1981,Shooter,Activision
PS,1999,Action,Konami Digital Entertainment
DS,2008,Role-Playing,Square Enix
PS4,2016,Action,Hello Games
GC,2003,Platform,Sega
PS2,2004,Sports,Global Star
PC,1996,Role-Playing,Activision
GC,2006,Action,Nintendo
PS,1996,Fighting,Sony Computer Entertainment
PS3,2008,Action,Capcom
2600,1982,Platform,Atari
PS3,2007,Sports,Konami Digital Entertainment
X360,2008,Fighting,Ubisoft
X360,2010,Action,Warner Bros. Interactive Entertainment
PS,1999,Racing,Electronic Arts
PS4,2014,Shooter,Bethesda Softworks
Wii,2008,Sports,Take-Two Interactive
DS,2008,Misc,Activision
DS,2008,Simulation,Electronic Arts
PS,2000,Misc,Sony Computer Entertainment
X360,2012,Racing,Electronic Arts
Wii,2009,Misc,Activision
DS,2008,Misc,Disney Interactive Studios
3DS,2012,Action,Square Enix
DS,2007,Action,Disney Interactive Studios
DS,2009,Role-Playing,Nintendo
GBA,2002,Platform,Vivendi Games
PS2,2009,Sports,Konami Digital Entertainment
PS2,2001,Sports,Electronic Arts
PS2,2002,Shooter,Gotham Games
GC,2005,Misc,Nintendo
PS3,2012,Sports,Konami Digital Entertainment
PS2,2000,Racing,Take-Two Interactive
PS2,2006,Fighting,Electronic Arts
NES,1988,Platform,Nintendo
PS,1995,Action,Sony Computer Entertainment
PS4,2016,Role-Playing,Namco Bandai Games
SNES,1990,Action,Capcom
GB,2001,Role-Playing,Enix Corporation
GBA,2003,Misc,Nintendo
PS4,2013,Action,Warner Bros. Interactive Entertainment
X360,2010,Action,Take-Two Interactive
PS3,2012,Action,Bethesda Softworks
PS2,2002,Racing,Atari
XB,2003,Shooter,Ubisoft
Wii,2008,Sports,Atari
PS3,2010,Shooter,Take-Two Interactive
N64,2000,Action,Electronic Arts
PS,2001,Action,Activision
XOne,2014,Action,Ubisoft
PS3,2010,Action,LucasArts
PS3,2011,Role-Playing,Namco Bandai Games
PC,1999,Strategy,Westwood Studios
DS,2011,Strategy,Warner Bros. Interactive Entertainment
WiiU,2015,Misc,Nintendo
XOne,2013,Action,Microsoft Game Studios
Wii,2007,Action,Capcom
3DS,2015,Role-Playing,Nintendo
PS2,2000,Role-Playing,Sony Computer Entertainment
PC,2003,Strategy,Activision
X360,2006,Shooter,Ubisoft
DS,2008,Adventure,Disney Interactive Studios
PS2,2005,Sports,Electronic Arts
PS,1996,Shooter,Fox Interactive
PC,2012,Shooter,Activision
PS3,2009,Fighting,Electronic Arts
Wii,2008,Simulation,Electronic Arts
DS,2007,Action,Electronic Arts
SNES,1994,Fighting,Acclaim Entertainment
PS,1998,Sports,989 Studios
Wii,2009,Shooter,Activision
XOne,2016,Sports,Electronic Arts
GC,2003,Sports,Nintendo
PS,1997,Sports,Electronic Arts
WiiU,2014,Platform,Nintendo
X360,2011,Shooter,Electronic Arts
PSP,2007,Racing,Sega
PS,1997,Fighting,Electronic Arts
PS2,2002,Sports,Electronic Arts
PS,1996,Racing,Electronic Arts
NES,1984,Racing,Nintendo
NES,1984,Shooter,Namco Bandai Games
PS,1998,Racing,Electronic Arts
PS,1998,Sports,Electronic Arts
PS3,2010,Action,Take-Two Interactive
PS3,2006,Shooter,Activision
GC,2002,Puzzle,Atari
PS2,2002,Action,Namco Bandai Games
XOne,2014,Sports,Electronic Arts
Wii,2010,Racing,Sega
X360,2011,Action,LucasArts
PC,2011,Sports,Sega
3DS,2013,Role-Playing,GungHo
NES,1988,Action,Capcom
PS,2001,Fighting,Electronic Arts
PS,1997,Sports,Electronic Arts
PS2,2007,Action,Electronic Arts
PS,1997,Misc,Hasbro Interactive
GC,2003,Fighting,Namco Bandai Games
PS3,2011,Shooter,Sony Computer Entertainment
PS2,2000,Racing,Crave Entertainment
PC,2010,Role-Playing,Square Enix
PS,1998,Sports,Midway Games
PS2,2002,Shooter,THQ
DS,2010,Puzzle,Warner Bros. Interactive Entertainment
PS2,2000,Sports,Electronic Arts
N64,2000,Fighting,THQ
NES,1985,Platform,Nintendo
SCD,1993,Platform,Sega
NES,1986,Platform,Hudson Soft
X360,2010,Action,Capcom
PS3,2008,Misc,MTV Games
PS,1998,Action,Namco Bandai Games
Wii,2009,Misc,Disney Interactive Studios
GC,2003,Role-Playing,Nintendo
XB,2002,Shooter,Electronic Arts
PS2,2008,Sports,Electronic Arts
DS,2008,Adventure,THQ
N64,2000,Platform,Nintendo
PS2,2006,Misc,Sony Computer Entertainment
X360,2008,Action,Activision
Wii,2010,Simulation,Electronic Arts
Wii,2009,Sports,Nintendo
DS,2006,Adventure,THQ
PS2,2006,Shooter,Square Enix
NES,1990,Sports,Nintendo
N64,1999,Fighting,THQ
GB,1997,Platform,Nintendo
PS3,2011,Role-Playing,Electronic Arts
PS2,2005,Sports,Take-Two Interactive
PS2,2004,Fighting,Electronic Arts
XB,2004,Action,Ubisoft
DS,2007,Simulation,Ubisoft
PSV,2012,Action,Ubisoft
PS3,2008,Fighting,Ubisoft
N64,1999,Action,Nintendo
GBA,2003,Platform,THQ
X360,2006,Fighting,Electronic Arts
PS3,2013,Action,Konami Digital Entertainment
DS,2008,Role-Playing,Square Enix
X360,2010,Action,LucasArts
Wii,2008,Shooter,Sega
DS,2007,Adventure,Disney Interactive Studios
PSV,2012,Platform,Sony Computer Entertainment
PS,1998,Role-Playing,SquareSoft
GBA,2004,Platform,THQ
X360,2012,Shooter,Ubisoft
X360,2008,Shooter,Electronic Arts
PS2,2003,Misc,Midway Games
DS,2008,Platform,THQ
PS,N/A,Sports,N/A
X360,2011,Shooter,THQ
GC,2001,Puzzle,Atari
2600,1981,Platform,Coleco
PS,1998,Fighting,GT Interactive
GC,2005,Sports,Nintendo
PS3,2012,Role-Playing,Electronic Arts
Wii,2012,Action,Warner Bros. Interactive Entertainment
PS3,2012,Action,Electronic Arts
PS,1998,Fighting,THQ
PSP,2006,Fighting,Sega
3DS,2013,Platform,Nintendo
PS2,2004,Action,Capcom
X360,2013,Role-Playing,Activision
XOne,2015,Action,Warner Bros. Interactive Entertainment
PS3,2008,Shooter,Take-Two Interactive
PS2,2004,Shooter,Take-Two Interactive
PC,2011,Strategy,Ubisoft
PS2,2003,Action,Capcom
Wii,2007,Misc,Electronic Arts
GB,1996,Simulation,Namco Bandai Games
NES,1984,Misc,Nintendo
SNES,1993,Fighting,Namco Bandai Games
GB,1997,Simulation,Namco Bandai Games
N64,1999,Misc,Namco Bandai Games
Wii,2008,Puzzle,Electronic Arts
DS,2010,Role-Playing,Square Enix
PS2,2005,Sports,Activision
DS,2007,Misc,Ubisoft
DS,2007,Misc,Rising Star Games
PS2,2007,Misc,Sony Computer Entertainment
PSP,2006,Racing,Sega
PC,2013,Simulation,Electronic Arts
SNES,1996,Platform,Nintendo
PS3,2014,Shooter,Ubisoft
X360,2007,Fighting,THQ
X360,2010,Racing,Microsoft Game Studios
Wii,2006,Misc,Ubisoft
PS3,2013,Racing,Electronic Arts
PS2,2004,Sports,Electronic Arts
PS3,2011,Shooter,Electronic Arts
PS2,2002,Sports,Electronic Arts
PS,1999,Action,Hasbro Interactive
X360,2013,Action,Disney Interactive Studios
Wii,2009,Action,Activision
X360,2009,Misc,Sega
Wii,2008,Sports,Electronic Arts
GB,1988,Platform,Capcom
GBA,2004,Platform,Nintendo
PS,1999,Sports,Electronic Arts
3DS,2013,Role-Playing,Square Enix
PS2,2002,Sports,Activision
PS3,2010,Fighting,THQ
PS2,2005,Sports,Electronic Arts
GBA,2004,Action,Nintendo
PS2,2004,Sports,Electronic Arts
X360,2011,Platform,Sega
SNES,1994,Action,Nintendo
NES,1987,Sports,Namco Bandai Games
X360,2008,Action,Electronic Arts
GC,2002,Action,Capcom
DS,2009,Role-Playing,Nintendo
PS4,2014,Action,Square Enix
PSP,2006,Action,LucasArts
Wii,2010,Action,Disney Interactive Studios
X360,2009,Fighting,Electronic Arts
GC,2005,Action,Eidos Interactive
X360,2013,Fighting,Warner Bros. Interactive Entertainment
PS3,2014,Sports,Electronic Arts
GEN,1994,Platform,Virgin Interactive
PSP,2004,Racing,Sony Computer Entertainment
Wii,2010,Action,Nintendo
PS,1999,Fighting,Electronic Arts
PS2,2003,Racing,Sony Computer Entertainment
PS2,2001,Racing,Sony Computer Entertainment
PS2,2004,Racing,Electronic Arts
Wii,2010,Shooter,Activision
XB,2002,Action,Activision
PS2,2008,Racing,Electronic Arts
PS,1996,Sports,Sony Computer Entertainment
PS3,2008,Action,Ubisoft
GBA,2004,Platform,THQ
NES,1990,Role-Playing,SquareSoft
PC,2013,Shooter,Electronic Arts
PS2,2002,Racing,Codemasters
PS,2001,Sports,Electronic Arts
PS4,2016,Shooter,Bethesda Softworks
DS,2007,Role-Playing,Square Enix
DS,2009,Action,Activision
PS3,2011,Shooter,Square Enix
SNES,1994,Sports,Acclaim Entertainment
NES,1991,Action,Konami Digital Entertainment
PS2,2005,Action,Tecmo Koei
Wii,2007,Action,Disney Interactive Studios
PS3,2012,Action,THQ
X360,2011,Shooter,Square Enix
XB,2003,Action,Activision
PSP,2005,Simulation,Electronic Arts
N64,2000,Role-Playing,Nintendo
3DS,2012,Role-Playing,Nintendo
X360,2014,Shooter,Electronic Arts
PS,1998,Shooter,Take-Two Interactive
PSV,2012,Role-Playing,Atlus
PS3,2010,Action,Capcom
Wii,2009,Misc,Electronic Arts
Wii,2007,Adventure,Disney Interactive Studios
DS,2009,Puzzle,505 Games
PS2,2001,Sports,Acclaim Entertainment
X360,2011,Action,Electronic Arts
PS2,2008,Action,LucasArts
PS3,2014,Action,Ubisoft
